Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers
ETH,RAC,Malta,,No,,,$10.0000,http://www.robet.io/,Ethereum,February 1st 2018 To April 19th 2018,,,United States,,"3,200,000",0,0,0,robet,0,https://icowatchlist.com/ico/robet,0
"BTC, ETH, USD, EUR",GREM+GRET,United Arab Emirates,,No,,,$0.0700,http://globalreit.io,Ethereum,May 1st 2018 To May 31st 2018,,,United States,"$14,000,000","275,000,000",0,0,0,global-reit,0,https://icowatchlist.com/ico/global-reit,0
"ETH, BTC, USD, EUR",GBT,Cayman Islands,,No,https://github.com/Globatalent,Yes,$0.0700,https://globatalent.com/,Ethereum,April 16th 2018 To May 31st 2018,,,"United States, Belarus, Burundi, Cayman Islands, Central African Republic, China, Cuba, Iran (Islamic Republic of), Korea, Republic of, Somalia, Sudan, Syrian Arab Republic, Zimbabwe",,"1,000,000,000",12,1077,3,globatalent,6,https://icowatchlist.com/ico/globatalent,3
"BTC, ETH, USD, EUR",KON,Switzerland,,No,,,$0.0100,https://www.konios.com,Ethereum,March 1st 2018 To March 31st 2018,,,United States,,"5,000,000,000",0,0,0,konios,0,https://icowatchlist.com/ico/konios,0
ETH,AST,Israel,,No,,,$0.8000,https://all-stocks.net/,Ethereum,April 15th 2018 To April 30th 2018,,,United States,,"50,000,000",0,0,0,all-stocks-network,0,https://icowatchlist.com/ico/all-stocks-network,0
,CHIP,Malta,,No,https://github.com/RealCasino,,$0.0100,https://realcasino.io/,Ethereum,February 10th 2018 To April 30th 2018,$0.00,,United States,,,3,9,1,realcasino,3,https://icowatchlist.com/ico/realcasino,5
,PGC,United States,,No,,Yes,$1.0000,https://www.paygine.com/,Other,December 25th 2017 To February 28th 2018,,,United States,,"151,750,000",0,0,0,paygine,0,https://icowatchlist.com/ico/paygine,0
ETH,TCH,China,,No,,,$0.0500,https://www.teachercoin.co/,Ethereum,,,,United States,,"500,000,000",0,0,0,teacher-coin,0,https://icowatchlist.com/ico/teacher-coin,0
ETH,TBT,Australia,,No,,,$0.0900,http://www.tripbit.info,Ethereum,March 21st 2018 To April 24th 2018,,,United States,,"700,000,000",0,0,0,tripbit,0,https://icowatchlist.com/ico/tripbit,0
"BTC, ETH",WINS,Cyprus,,No,,,$0.2000,https://winstars.io,Ethereum,,,,United States,,"150,000,000",0,0,0,winstars,0,https://icowatchlist.com/ico/winstars,0
ETH,DZC,Japan,,Yes,,Yes,$0.0079,https://dreampay.jp/dzoneico/index_en.html,Ethereum,,,,United States,,"50,000,000,000",0,0,0,d-zone-coin,0,https://icowatchlist.com/ico/d-zone-coin,0
ETH,DTX,Belgium,,No,https://github.com/DataBrokerDAO,Yes,$0.2300,https://databrokerdao.com/,Ethereum,March 19th 2018 To March 25th 2018,,,United States,"$3,750,000","225,000,000",84,8845,2951,databroker-dao,19,https://icowatchlist.com/ico/databroker-dao,56
ETH,ESS,Switzerland,,Yes,https://github.com/essentiaone,Yes,$0.0430,https://essentia.one/,Ethereum,March 15th 2018 To June 1st 2018,$0.00,-96.74%,"United States, China","$25,500,000","1,755,313,373",331,18652,5104,essentia,91,https://icowatchlist.com/ico/essentia,56
"BTC, ETH",CIF,Hong Kong,,No,,,$0.8000,https://www.crowdif.com/,Ethereum,,,,United States,,"41,500,000",0,0,0,crowdif,0,https://icowatchlist.com/ico/crowdif,0
"BTC, ETH",XSE,Norway,,No,,,$0.4000,https://xsearch.io,Ethereum,May 9th 2018 To June 9th 2018,,,United States,,"30,000,000",0,0,0,xsearch,0,https://icowatchlist.com/ico/xsearch,0
ETH,DTT,United States,,No,https://github.com/DTToken,Yes,$0.4000,https://delphifund.org,Ethereum,April 14th 2018 To April 30th 2018,,,United States,,"600,000,000",0,0,0,delphi-technologies-token,0,https://icowatchlist.com/ico/delphi-technologies-token,0
ETH,NH,Denmark,,No,,,$1.9200,http://www.nihilum.io/,Ethereum,,,,United States,,,0,0,0,nihilum,0,https://icowatchlist.com/ico/nihilum,0
"BTC, ETH, LTC",MDX,Cayman Islands,,No,https://github.com/MandalaPlatform,Yes,$0.0700,https://mandalaex.com,Ethereum,April 21st 2018 To May 31st 2018,,,United States,"$18,200,000","400,000,000",1,2,0,mandala,0,https://icowatchlist.com/ico/mandala,0
ETH,FNT,Norway,,No,,Yes,$0.0500,https://friendup.cloud,Ethereum,,,,United States,,"2,000,000,000",0,0,0,friendup,0,https://icowatchlist.com/ico/friendup,0
"BTC, ETH",ODY,France,,No,https://github.com/Odyfund/ICO,,$0.0000,https://odyfund.org,Ethereum,April 15th 2018 To May 15th 2018,,,United States,,,1,3,0,odyfund,1,https://icowatchlist.com/ico/odyfund,0
"BTC, ETH, USD",VRN,Bulgaria,,No,https://github.com/Vernam-ICO,Yes,$0.0850,https://www.vernam.com/,Ethereum,May 15th 2018 To June 4th 2018,,,United States,,"1,000,000,000",0,0,0,vernam,0,https://icowatchlist.com/ico/vernam,0
"BTC, ETH",ABCS,United States,,No,https://github.com/abacasXchange,,$1.0000,https://token.abacasexchange.com/,Ethereum,,,,United States,,"100,000,000",0,0,0,abacasxchange,0,https://icowatchlist.com/ico/abacasxchange,0
,BEAT,Germany,,No,,Yes,$0.1200,https://beat.sportalliance.com,Ethereum,January 23rd 2018 To February 20th 2018,,,United States,,"230,000,000,000",0,0,0,beat,0,https://icowatchlist.com/ico/beat,0
"BTC, ETH",KEP,Georgia,,No,https://github.com/KeplerTek/Kepler-Token,,$1.2500,https://keplertek.org/,Ethereum,May 22nd 2018 To June 5th 2018,,,United States,"$7,800,000","100,000,000",1,5,0,kepler-technologies,2,https://icowatchlist.com/ico/kepler-technologies,2
ETH,FTEC,United Kingdom,,No,https://github.com/FtecFoundation,Yes,$0.0150,https://ftec.ai/,Ethereum,April 24th 2018 To May 22nd 2018,,,United States,,"998,400,000",0,0,0,ftec,0,https://icowatchlist.com/ico/ftec,0
"BTC, ETH, DASH, LTC",PERA,Singapore,,Yes,,,$0.0100,http://payera.io,Ethereum,May 30th 2018 To June 20th 2018,,,United States,,"2,100,000,000",0,0,0,payera,0,https://icowatchlist.com/ico/payera,0
ETH,LUK,Gibraltar,,No,https://github.com/Luckchemy/Luckchemy,Yes,$0.0400,https://ico.luckchemy.com/,Ethereum,April 30th 2018 To May 21st 2018,,,United States,,"1,000,000,000",1,4,0,luckchemy,14,https://icowatchlist.com/ico/luckchemy,7
ETH,GANA,Estonia,,No,https://github.com/GanaProject,,$0.0250,https://ganacoin.io/,Ethereum,,,,"United States, Bolivia, China, Cuba, Ecuador, Indonesia, Iran (Islamic Republic of), Ivory Coast, Korea, Republic of, Lebanon, Morocco, Myanmar, Namibia, Nepal, Pakistan, Singapore, Syrian Arab Republic, Vietnam",,"2,400,000,000",2,7,1,gana,4,https://icowatchlist.com/ico/gana,1
,ATK,Russian Federation,,No,,Yes,$1.0000,https://www.inautoclub.com/en/,Graphene,February 25th 2018 To March 18th 2018,,,United States,,"60,187,847",0,0,0,iac-autounit,0,https://icowatchlist.com/ico/iac-autounit,0
ETH,TYPE,United Kingdom,,No,https://github.com/Typerium/TYPEProtocol,,$0.0100,https://typerium.io,Ethereum,May 21st 2018 To June 25th 2018,,,United States,,"2,000,000,000",1,13,0,typerium,1,https://icowatchlist.com/ico/typerium,1
"BTC, ETH",YUM,Virgin Islands (British),,No,,Yes,$0.1000,http://www.yumerium.com,Ethereum,,,,"United States, China","$3,000,000","818,274,853",0,0,0,yumerium,0,https://icowatchlist.com/ico/yumerium,0
"BTC, ETH",TTV,Germany,,No,https://github.com/tvtwocom,Yes,$0.0700,https://tv-two.com/,Ethereum,,,,United States,,"666,666,667",10,1329,887,tv-two,6,https://icowatchlist.com/ico/tv-two,10
ETH,REFER,Australia,,No,https://github.com/yashartp/Plentix,Yes,$0.0200,https://plentix.io,Ethereum,,,,United States,,"400,000,000",1,10,1,plentix,2,https://icowatchlist.com/ico/plentix,3
"BTC, XRP, ETH, BCH, DASH, LTC",CHBR,Brazil,,No,https://github.com/CriptoHub,,$0.3000,https://ico.criptohub.com.br/,Ethereum,,,,United States,,"100,000,000",0,0,0,criptohub,0,https://icowatchlist.com/ico/criptohub,0
,VLR,United States,"$15,000,000",No,https://github.com/ValoremFoundation,,$1.5000,https://advalorem.io/,Ethereum,,$0.03,-97.69%,United States,"$19,110,000",,0,0,0,valoremfoundation,0,https://icowatchlist.com/ico/valoremfoundation,0
"BTC, ETH, BCH",COT,Venezuela,,Yes,https://github.com/coinet,,$0.5000,https://www.coinet.network/,Other,,,,United States,,"10,000,000",4,421,79,coinet,0,https://icowatchlist.com/ico/coinet,5
,,,,,,,,,,,,,,,,0,0,0,iaqua,0,https://icowatchlist.com/ico/iaqua,0
"ETH, BTC",LBT,Russian Federation,,No,https://github.com/lendsbaycorp,Yes,$0.3000,https://lendsbay.io/,Ethereum,,,,"United States, China",,"100,000,000",2,6,0,lendsbay,0,https://icowatchlist.com/ico/lendsbay,1
"BTC, ETH, BCH, LTC, EUR, XMR",AVINOC,Hong Kong,,No,https://github.com/AVINOCICO,Yes,$0.0500,https://www.avinoc.com,Ethereum,June 20th 2018 To July 13th 2018,,,United States,,"1,000,000,000",0,0,0,avinoc,0,https://icowatchlist.com/ico/avinoc,0
ETH,PT,Israel,,Yes,,Yes,$0.0400,https://www.playtness.io/,Ethereum,March 15th 2018 To June 30th 2018,,,United States,,"2,421,551,331",0,0,0,playtness,0,https://icowatchlist.com/ico/playtness,0
,,,,,,,,,,,,,,,,0,0,0,kasko2go,0,https://icowatchlist.com/ico/kasko2go,0
"BTC, ETH, USD, EUR",FLEX,Germany,,Yes,,Yes,$0.0850,https://ico.trustedcars.com/,Ethereum,May 23rd 2018 To May 30th 2018,,,United States,,"800,000,000",0,0,0,trustedcars-flex,0,https://icowatchlist.com/ico/trustedcars-flex,0
"BTC, ETH",DEC,Switzerland,,No,https://github.com/darico-coin,Yes,$0.5000,http://darico.io,Ethereum,,$0.10,,United States,,"120,000,000",0,0,0,darico,0,https://icowatchlist.com/ico/darico,0
ETH,C4F,Hong Kong,,No,,Yes,$0.0000,https://www.coins4favors.com,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"100,000,000,000",0,0,0,coins4favors,0,https://icowatchlist.com/ico/coins4favors,0
ETH,FANZ,Cayman Islands,,No,https://github.com/SportsCastrFanchain,,$0.0000,https://FanChain.com,Ethereum,,,,United States,,"600,000,000",3,19,1,sportscastr-fanchain,0,https://icowatchlist.com/ico/sportscastr-fanchain,3
,XPR,Netherlands,,No,,Yes,$0.2200,https://pr.network/landing,Other,April 20th 2018 To May 2nd 2018,,,United States,,"100,000,000",0,0,0,pr-network,0,https://icowatchlist.com/ico/pr-network,0
"BTC, ETH",BANG,Russian Federation,,No,,,$0.2500,https://bountyangels.com/,Ethereum,April 16th 2018 To May 16th 2018,,,United States,,"20,000,000",0,0,0,bounty-angels,0,https://icowatchlist.com/ico/bounty-angels,0
"BTC, ETH",LIC,Malta,,No,https://github.com/LigerCoin/Contracts/blob/master/LigerToken.sol,,$0.0310,https://www.ligercoin.com/,Ethereum,April 18th 2018 To June 16th 2018,,,,,"2,700,000,000",0,0,0,ligercoin,0,https://icowatchlist.com/ico/ligercoin,0
ETH,STAR,Singapore,,No,,Yes,$0.2400,https://starflow.com/,Ethereum,March 5th 2018 To July 3rd 2018,,,United States,,"400,000,000",0,0,0,starflow,0,https://icowatchlist.com/ico/starflow,0
ETH,DTN,United Kingdom,,No,https://github.com/datareum/,,$0.0300,https://www.datareum.net/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,datareum,0,https://icowatchlist.com/ico/datareum,0
,STM,Singapore,,No,https://github.com/streamity,,$0.2000,https://streamity.org/,Ethereum,March 12th 2018 To March 25th 2018,,,United States,,,12,104,20,streamity,17,https://icowatchlist.com/ico/streamity,20
,,,,,,,,,,,,,,,,0,0,0,botchain,0,https://icowatchlist.com/ico/botchain,0
"BTC, ETH",CODX,United States,,Yes,,Yes,$0.0550,https://codexprotocol.com,Ethereum,,,,"United States, China",,"1,000,000,000",0,0,0,codex-protocol,0,https://icowatchlist.com/ico/codex-protocol,0
"BTC, ETH, DASH, ETC, LTC, BCH",MYDFS,Isle of Man,,No,https://github.com/mydfs/blockchain,Yes,$1.0000,https://tokensale.mydfs.net,Ethereum,April 16th 2018 To May 7th 2018,,,"United States, China, Singapore",,"125,000,000",6,86,4,mydfs,8,https://icowatchlist.com/ico/mydfs,10
"BTC, ETH",MIB,"Korea, Democratic People's Republic of",,No,,Yes,$0.5000,http://mibcoin.io/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,mib-coin,0,https://icowatchlist.com/ico/mib-coin,0
"BTC, ETH, USD, EUR",IC,Estonia,,No,https://github.com/INGOTCoin1,,$1.0000,https://www.ingotcoin.io/,Ethereum,May 1st 2018 To June 30th 2018,,,United States,,"120,000,000",0,0,0,ingot-coin,0,https://icowatchlist.com/ico/ingot-coin,0
"BTC, ETH",METM,Australia,,Yes,https://github.com/MetaMorphPro,Yes,$0.0800,https://metamorph.pro,Ethereum,April 27th 2018 To June 27th 2018,,,United States,,"200,000,000",12,541,345,metamorph-pro,0,https://icowatchlist.com/ico/metamorph-pro,3
"BTC, ETH, BCH",B21,Gibraltar,,No,,,$0.0000,https://www.b21.io,Ethereum,June 15th 2018 To July 14th 2018,,,United States,,"500,000,000",0,0,0,b21,0,https://icowatchlist.com/ico/b21,0
"BTC, ETH, LTC",HYB,Italy,,No,https://github.com/HybridBetting/hybrid,Yes,$0.0000,https://www.hybridbetting.com/,Ethereum,April 3rd 2018 To June 8th 2018,,,United States,,,1,9,0,hybrid-betting,1,https://icowatchlist.com/ico/hybrid-betting,0
ETH,ASk,Singapore,,No,https://github.com/allsparkchain,,$0.2330,http://allsparkchain.com/,Other,April 23rd 2018 To July 15th 2018,,,United States,,"300,000,000",0,0,0,allspark,0,https://icowatchlist.com/ico/allspark,0
"BTC, ETH",Lamb,Singapore,,Yes,,Yes,$0.0100,http://www.lambda.im/en/index.html,Other,,,,United States,,"10,000,000,000",0,0,0,lambda,0,https://icowatchlist.com/ico/lambda,0
ETH,TIP,Costa Rica,,No,https://github.com/TipBlockchain/,,$0.0500,https://tipblockchain.io/,Ethereum,July 13th 2018 To July 20th 2018,,,"United States, Canada, China, Iran (Islamic Republic of), Korea, Republic of, Sudan, Syrian Arab Republic",,"1,000,000,000",5,905,114,tip-blockchain,1,https://icowatchlist.com/ico/tip-blockchain,5
"BTC, DASH, XRP, ETH, LTC, BCH",OSA,Latvia,,No,https://github.com/OSAdecentralized,,$0.1400,https://osadc.io/en/,Other,May 21st 2018 To June 21st 2018,,,United States,,"2,800,000,000",0,0,0,osa-dc,0,https://icowatchlist.com/ico/osa-dc,0
"ETH, BCH, LTC, BTC",ARTX,Italy,,No,,,$0.0200,https://articlex.io,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"3,000,000,000",0,0,0,articlex,0,https://icowatchlist.com/ico/articlex,0
ETH,IAM,Mauritius,,Yes,https://github.com/iameidentity,Yes,$0.0750,https://iame.io/,Ethereum,April 18th 2018 To May 20th 2018,,,United States,,,4,19,11,iame-identity,11,https://icowatchlist.com/ico/iame-identity,4
"EUR, ETH, BTC",TRIL,Switzerland,,No,,,$0.7500,https://trilliant.io/,Ethereum,July 10th 2018 To August 10th 2018,,,United States,,"40,000,000",0,0,0,trilliant,0,https://icowatchlist.com/ico/trilliant,0
ETH,UBC,United Arab Emirates,,No,https://github.com/ubcoin/ubcoin#links,Yes,$0.0450,https://ubcoin.io/,Ethereum,,,,United States,,"650,000,000",0,0,0,ubcoin-market,0,https://icowatchlist.com/ico/ubcoin-market,0
"ETH, QKC",LV,Virgin Islands (British),,No,,,$0.0245,https://www.lendchain.io/indexEn.html#/,GXchain,,,,"United States, China",,"1,000,000,000",0,0,0,lendchain,0,https://icowatchlist.com/ico/lendchain,0
ETH,IOTW,Hong Kong,,No,,Yes,$0.1200,https://iotw.io/,Ethereum,,,,United States,,"5,000,000,000",0,0,0,iotw,0,https://icowatchlist.com/ico/iotw,0
"BTC, ETH, XRP",GRAM,United States,,No,,,$0.0857,https://lantah.com,Other,,,,United States,,"1,000,000,000",0,0,0,lantah,0,https://icowatchlist.com/ico/lantah,0
"BTC, ETH",TPLAY,Belize,,No,https://github.com/TruePlayInfo,Yes,$0.4800,https://trueplay.io/?utm_source=icowatchlist,Ethereum,April 15th 2018 To April 30th 2018,,,"United States, Canada, China",,"70,000,000",0,0,0,trueplay,0,https://icowatchlist.com/ico/trueplay,0
"BTC, ETH, LTC, BCH",EO,Estonia,,No,https://github.com/EOtrade,Yes,$0.2000,https://eo.trade,Ethereum,April 16th 2018 To June 29th 2018,,,United States,,"1,000,000,000",0,0,0,eotrade,0,https://icowatchlist.com/ico/eotrade,0
,IMVR,United Kingdom,,No,,,$0.0200,https://immvr.se,Ethereum,June 19th 2018 To June 28th 2018,$0.00,,United States,,,0,0,0,immvrse,0,https://icowatchlist.com/ico/immvrse,0
ETH,FYS,Singapore,,No,https://github.com/Fysical,,$0.0450,https://fysical.org/,Ethereum,,,,United States,,"400,000,000",0,0,0,fysical,0,https://icowatchlist.com/ico/fysical,0
"BTC, ETH",WEIS,Singapore,,Yes,,Yes,$0.1000,https://www.weicrowd.com/,Ethereum,,,,United States,,"300,000,000",0,0,0,weicrowd,0,https://icowatchlist.com/ico/weicrowd,0
ETH,PAVO,United States,,No,https://github.com/pavocoin/ERC20,,$1.0000,https://www.pavocoin.com/,Ethereum,,,,United States,,"200,000,000",1,4,0,pavocoin,2,https://icowatchlist.com/ico/pavocoin,1
ETH,MIC,Netherlands,,No,,,$0.1600,http://denchmusic.io/,Ethereum,,,,United States,,"500,000,000",0,0,0,denchmusic,0,https://icowatchlist.com/ico/denchmusic,0
ETH,VIVA,Bermuda,,No,https://github.com/viva-network,Yes,$0.0200,https://www.vivanetwork.org,Ethereum,,,,United States,,"4,000,000,000",0,0,0,viva,0,https://icowatchlist.com/ico/viva,0
"BTC, ETH, USD",MDBLX,United States,,No,https://github.com/MedBlox/,Yes,$0.0010,https://medblox.io/,Ethereum,July 30th 2018 To August 18th 2018,,,United States,,"100,000,000,000",213,33624,12979,medblox,0,https://icowatchlist.com/ico/medblox,0
"BTC, ETH",XCLP,Singapore,,No,https://github.com/chynge,Yes,$0.0500,https://www.chynge.net,Other,May 20th 2018 To June 27th 2018,,,"United States, China",,"800,000,000",16,981,201,chynge,0,https://icowatchlist.com/ico/chynge,16
ETH,PPD,Bahamas,,No,https://github.com/PingPaid/main,Yes,$0.4365,https://www.pingpaid.com,Ethereum,,,,United States,,"75,000,000",1,2,0,pingpaid,2,https://icowatchlist.com/ico/pingpaid,1
ETH,BXY,Armenia,,No,,,$0.0410,https://beaxy.com/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,beaxy-exchange,0,https://icowatchlist.com/ico/beaxy-exchange,0
"BTC, ETH, XMR",CCH,Czech Republic,,No,https://github.com/citicashio/citicash,Yes,$0.1500,https://www.citicash.io/,Other,,,,United States,,"1,000,000,000",1,479,2,citicash,13,https://icowatchlist.com/ico/citicash,8
BTC,TKD,Nigeria,,Yes,,Yes,$0.0007,https://www.techrodholdings.com,Waves,,,,United States,,"20,000,000,000",0,0,0,techrod,0,https://icowatchlist.com/ico/techrod,0
"BTC, ETH",INV,United Kingdom,,No,,,$0.1700,https://investinbrokers.com,Ethereum,May 26th 2018 To July 15th 2018,,,United States,,"500,000,000",0,0,0,invest-in-brokers,0,https://icowatchlist.com/ico/invest-in-brokers,0
ETH,LXT,Estonia,,No,,,$0.4150,https://lexit.co,Ethereum,,,,United States,,"160,000,000",0,0,0,lexit,0,https://icowatchlist.com/ico/lexit,0
"BTC, ETH, LTC",UBEX,Switzerland,,No,https://github.com/ubex-ai,Yes,$0.0070,https://www.ubex.com/,Ethereum,,$0.00,-93.50%,United States,"$6,850,000","4,000,000,000",10,171,16,ubex,232,https://icowatchlist.com/ico/ubex,192
"BTC, ETH, LTC, BCH, DASH, USD",TUT,Estonia,,Yes,https://github.com/tutellus-io,Yes,$0.0500,https://tutellus.cryptonomos.com/,Other,May 10th 2018 To June 11th 2018,,,United States,,"1,500,000,000",8,828,14,tutellus,6,https://icowatchlist.com/ico/tutellus,9
"BTC, ETH, LTC, BCH, EUR",TAB,Malta,,No,,,$0.0100,https://theaccountingblockchain.io/,Ethereum,,,,United States,,"22,000,000,000",0,0,0,accounting-blockchain,0,https://icowatchlist.com/ico/accounting-blockchain,0
ETH,GBO,Singapore,,No,,,$0.2500,https://gabrotech.io,Ethereum,June 1st 2018 To July 30th 2018,,,United States,,"1,000,000,000",0,0,0,gabro,0,https://icowatchlist.com/ico/gabro,0
"BTC, ETH, LTC, USD, EUR",VOCO,Lithuania,,Yes,,Yes,$0.9000,https://provoco.me/,Ethereum,February 21st 2018 To March 31st 2018,,,United States,,"100,000,000",0,0,0,provoco,0,https://icowatchlist.com/ico/provoco,0
ETH,RAWG,Cayman Islands,,No,,,$0.0100,https://token.rawg.io/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,rawg,0,https://icowatchlist.com/ico/rawg,0
"BTC, ETH",VAD,France,,No,https://github.com/Varanida,Yes,$0.0840,https://www.varanida.com,Ethereum,June 25th 2018 To August 15th 2018,,,United States,,"1,000,000,000",13,11821,1593,varanida,35,https://icowatchlist.com/ico/varanida,25
"ETH, USD",AFI,Hong Kong,,No,https://github.com/AlchemyFinance/AFI-token,,$0.5000,https://alchemycoin.io/,Ethereum,July 16th 2018 To August 27th 2018,,,United States,,"125,000,000",0,0,0,alchemy-coin,0,https://icowatchlist.com/ico/alchemy-coin,0
"ETH, BTC, LTC, USD, EUR",MTC,Netherlands,,Yes,https://github.com/MultivenGroup,Yes,$0.6200,https://www.multiven.io/,Ethereum,May 1st 2018 To May 31st 2018,,,United States,,"2,000,000,000",0,0,0,multiven-mom,0,https://icowatchlist.com/ico/multiven-mom,0
"BTC, ETH",AQUA,Finland,,No,,Yes,$0.1500,https://www.sansoxico.com/,Waves,August 27th 2018 To September 10th 2018,,,United States,,"500,000,000",0,0,0,sansox,0,https://icowatchlist.com/ico/sansox,0
"BTC, ETH, LTC, USD, BCH, DASH",BDP,Spain,,No,,,$1.1600,https://bidipass.org,Ethereum,March 26th 2018 To April 19th 2018,,,United States,,,0,0,0,bidipass,0,https://icowatchlist.com/ico/bidipass,0
,,,,,,,,,,,,,,,,0,0,0,utemis,0,https://icowatchlist.com/ico/utemis,0
ETH,CNVT,United States,,No,,Yes,$0.2700,https://conventment.com,Ethereum,August 30th 2018 To September 22nd 2018,,,United States,,"100,000,000",0,0,0,conventment,0,https://icowatchlist.com/ico/conventment,0
"BTC, ETH, LTC",ZCN,United Kingdom,,No,https://github.com/ZichainEcosystem/ZCN-Zichain-ERC-20,Yes,$0.0800,http://www.zichain.io?utm_source=icowatchlist,Ethereum,April 2nd 2018 To August 31st 2018,,,United States,,"703,125,000",1,2,0,zichain,1,https://icowatchlist.com/ico/zichain,2
"BTC, ETH",RSC,Malta,,No,,,$0.2600,https://www.soccercoin.eu/,NEO,August 16th 2018 To August 25th 2018,,,United States,,"350,000,000",0,0,0,ronaldinho-soccer-coin,0,https://icowatchlist.com/ico/ronaldinho-soccer-coin,0
"BTC, ETH, LTC, BCH",PERL,Australia,,Yes,,,$0.1500,https://perlin.global,Ethereum,September 10th 2018 To September 28th 2018,,,United States,,"200,000,000",0,0,0,perlin,0,https://icowatchlist.com/ico/perlin,0
ETH,PCX,Singapore,,No,,,$0.0050,https://www.powerchain.in/,Ethereum,September 19th 2018 To September 20th 2018,,,United States,,"10,000,000,000",0,0,0,powerchain,0,https://icowatchlist.com/ico/powerchain,0
ETH,CCET,Singapore,,No,,,$0.0390,https://www.ccetproject.com,Ethereum,,,,United States,,"2,000,000,000",0,0,0,ccet-project,0,https://icowatchlist.com/ico/ccet-project,0
ETH,OHC,United States,,No,https://github.com/100tokens/crowdsale,,$0.2500,https://100tokens.com/,Ethereum,April 17th 2018 To May 10th 2018,,,United States,,"1,000,000,000",1,2,0,100tokens,0,https://icowatchlist.com/ico/100tokens,1
ETH,SVP,Mauritius,,No,,,$0.0600,https://svper.com/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,svper,0,https://icowatchlist.com/ico/svper,0
ETH,VBEO,Bulgaria,,No,https://github.com/vibeo,,$0.0500,https://vibeo.io/,Ethereum,,,,United States,,"950,000,000",1,13,0,vibeo,2,https://icowatchlist.com/ico/vibeo,3
ETH,SAM,Switzerland,,No,,,$0.4700,https://sambanx.com/,Ethereum,,,,United States,,"100,000,000",0,0,0,sambanx,0,https://icowatchlist.com/ico/sambanx,0
ETH,WZR,United States,,No,,,$0.0500,https://wyzerr.io/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,wyzerr,0,https://icowatchlist.com/ico/wyzerr,0
"BTC, ETH",DNC,Hong Kong,,No,,,$0.0100,https://hk.dona-partners.com/,Other,May 22nd 2018 To August 15th 2018,,,United States,,"3,700,000,000",0,0,0,dona,0,https://icowatchlist.com/ico/dona,0
ETH,CLB,Singapore,,No,,Yes,$0.0170,https://www.cloudbric.io/,Ethereum,August 23rd 2018 To September 22nd 2018,,,United States,,"1,000,000,000",0,0,0,cloudbric,0,https://icowatchlist.com/ico/cloudbric,0
,GIZA,United Kingdom,,No,https://github.com/GizaDevice,Yes,$1.0000,https://www.gizadevice.com,Ethereum,January 8th 2018 To February 8th 2018,,,United States,,"36,800,000",0,0,0,gizadevice,0,https://icowatchlist.com/ico/gizadevice,0
ETH,CTKN,United Kingdom,,Yes,,,$0.2000,https://curatoken.curaizon.com,Ethereum,June 1st 2018 To June 8th 2018,,,United States,,"500,000,000",0,0,0,curaizon,0,https://icowatchlist.com/ico/curaizon,0
ETH,8BT,United States,,No,https://github.com/8CircuitStudios,Yes,$1.0000,https://www.8circuitstudios.io,Ethereum,September 30th 2018 To October 1st 2018,,,United States,,"100,000,000",4,25,139,8-circuit-studios-wave-2,0,https://icowatchlist.com/ico/8-circuit-studios-wave-2,0
"BTC, ETH, LTC",BC,Singapore,,No,https://github.com/boomstarternetwork,Yes,$0.8000,https://boomstarter.network/,Ethereum,,,,United States,,"36,000,000",10,190,5,boomstarternetwork,0,https://icowatchlist.com/ico/boomstarternetwork,14
"BTC, ETH",GNY,Jersey,,No,,Yes,$0.1000,https://www.gny.io/,Ethereum,,,,United States,,"400,000,000",0,0,0,gny,0,https://icowatchlist.com/ico/gny,0
"BTC, ETH, LTC, BCH",RGL,Marshall Islands,,Yes,https://github.com/argylecoin,Yes,$10.0000,https://www.argylecoin.io/,Ethereum,August 27th 2018 To September 16th 2018,,,"United States, Japan, Korea, Democratic People's Republic of, Korea, Republic of",,"100,000,000",0,0,0,argyle-coin,0,https://icowatchlist.com/ico/argyle-coin,0
"BTC, ETH",MET,Anguilla,"$32,000,000",No,,,$0.6000,https://www.mineredge.io/,Ethereum,August 1st 2018 To August 20th 2018,,,"United States, Canada","$1,190,000","60,000,000",0,0,0,miner-edge,0,https://icowatchlist.com/ico/miner-edge,0
"BTC, ETH, USD, EUR, BCH, LTC, DASH, ETC, XRP, XMR, ZEC, XLM, CNY, QKC, XEM",KGT,Ireland,,Yes,,Yes,$1.0000,https://www.kamagames.io/,Ethereum,September 24th 2018 To October 8th 2018,,,", Algeria, Bangladesh, Bolivia, Ecuador, Macedonia, Morocco, Pakistan, Qatar, Vanuatu, Vietnam",,"25,000,000",0,0,0,kamagames,0,https://icowatchlist.com/ico/kamagames,0
