,Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url,description,end_time,image,price_usd,start_time,timezone,website_link
432,,RXL,Seychelles,,No,,$1.1250,Ethereum,January 15th 2018 To February 5th 2018,,,United States,,,rxeal,https://icowatchlist.com/ico/rxeal,The latest way to profit from Real Estate,2018-04-11 12:00:00,https://icowatchlist.com/logos/rxeal.png,NA,2018-03-12 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/rxeal
433,,MLC,Russian Federation,,Yes,Yes,$0.4000,Ethereum,February 22nd 2018 To March 8th 2018,,,United States,"$23,212,700","250,000,000",flogmall,https://icowatchlist.com/ico/flogmall,An international ecommerce site created for users  from all over the world who sell and buy various products and services with tokens,2018-04-12 07:59:00,https://icowatchlist.com/logos/flogmall.png,NA,2018-03-22 07:59:00,UTC+3,https://api.icowatchlist.com/public/v1/url/flogmall
434,,MZX,Cayman Islands,,Yes,Yes,$0.0000,Ethereum,February 5th 2018 To February 12th 2018,,,United States,,"1,000,000,000",mosaic,https://icowatchlist.com/ico/mosaic,Decentralized Market Intelligence Network for Publishers and Stakeholders,2018-04-12 20:56:00,https://icowatchlist.com/logos/mosaic.png,NA,2018-02-14 20:56:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mosaic
435,,VIOLA,Singapore,,No,,$0.2000,Ethereum,,,,United States,,,violaai,https://icowatchlist.com/ico/violaai,ViolaAI is the Worlds First AIdriven Marketplace for Dating and Relationships with real business backing of 13 years,2018-04-13 04:00:00,https://icowatchlist.com/logos/violaai.png,NA,2018-03-14 04:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/violaai
436,ETH,iLT,Estonia,,No,Yes,$0.0200,Ethereum,March 20th 2018 To March 27th 2018,,,United States,,"1,000,000,000",iolite,https://icowatchlist.com/ico/iolite,iOlite allows anyone to write smart contract using any language natural or programming,2018-04-14 00:00:00,https://icowatchlist.com/logos/iolite.png,NA,2018-03-27 05:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iolite
437,ETH,SPEND,Australia,,Yes,Yes,$0.9000,Ethereum,February 8th 2018 To March 10th 2018,,,United States,,"50,000,000",moxyone,https://icowatchlist.com/ico/moxyone,Branded debit cards and secure payment infrastructure for all companies and ICOs that issue cryptocurrencies,2018-04-14 01:00:00,https://icowatchlist.com/logos/moxyone.png,NA,2018-03-14 01:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/moxyone
438,"USD, EUR, BTC, ETH",COTI,Gibraltar,,No,,$0.2000,Other,May 21st 2018 To May 25th 2018,,,United States,"$15,000,000","2,000,000,000",coti,https://icowatchlist.com/ico/coti,COTI Currency of the Internet spearheading the mass adoption of digital currencies,2018-04-14 11:00:00,https://icowatchlist.com/logos/coti.png,NA,2018-03-31 11:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coti
439,,,,,,,,,,,,,,,rentaway,https://icowatchlist.com/ico/rentaway,RentAway is an online global platform the unique rental marketplace that will facilitate rental transactions between private individuals peertopeer and businesses for a wide range of goods equipment and real estate,2018-04-15 00:00:00,https://icowatchlist.com/logos/rentaway.png,NA,2018-03-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/rentaway
440,"BTC, ETH",NCC,France,,No,Yes,$0.1000,Other,,,,United States,,"395,000,000",neurochain,https://icowatchlist.com/ico/neurochain,Implementing AI at the heart of the Blockchain,2018-04-15 08:00:00,https://icowatchlist.com/logos/neurochain.png,NA,2018-03-19 08:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/neurochain
441,,NVB,Russian Federation,,No,,$1.0000,Ethereum,,,,United States,,,nativevideobox,https://icowatchlist.com/ico/nativevideobox,An independent video distribution platform with native eco approach to advertising based on machine learning,2018-04-15 11:59:59,https://icowatchlist.com/logos/nativevideobox.png,NA,2017-12-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nativevideobox
