,Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url,description,end_time,image,price_usd,start_time,timezone,website_link
489,"BTC, ETH, LTC, ETC, BCH",PAT,Japan,,No,Yes,$0.1400,Ethereum,,,,United States,,"400,000,000",patron,https://icowatchlist.com/ico/patron,PATRON is a one stop shop for social media influencers worldwide whiles using blockchain technology and cryptocurrency,2018-05-08 23:59:00,https://icowatchlist.com/logos/patron.png,NA,2018-03-27 08:00:00,UTC--9,https://api.icowatchlist.com/public/v1/url/patron
490,"ETH, USD, EUR",MVP,United Kingdom,,No,,$0.1700,Ethereum,,,,United States,,"500,000,000",blocside-sports,https://icowatchlist.com/ico/blocside-sports,Innovating Optimizing  Reimagining the Fan Experience with the infusion of Blockchain Technology,2018-05-09 11:00:00,https://icowatchlist.com/logos/blocside-sports.png,NA,2018-03-29 11:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/blocside-sports
491,,,,,,,,,,,,,,,nexusless,https://icowatchlist.com/ico/nexusless,Peertopeer content delivery network where anyone can monetize the unused capacity of their computers and smartphones,2018-05-09 12:00:00,https://icowatchlist.com/logos/nexusless.png,NA,2018-04-18 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nexusless
492,"BTC, ETH, USD",OMX,Isle of Man,,No,Yes,$0.1000,Ethereum,April 16th 2018 To April 27th 2018,,,United States,"$35,000,000",,shivom,https://icowatchlist.com/ico/shivom,The Global BlockchainGenomics Ecosystem Powering the Next Era of Precision Medicine,2018-05-10 23:59:00,https://icowatchlist.com/logos/shivom.png,NA,2018-05-03 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/shivom
493,ETH,PLAT,United States,,No,,$0.0100,Ethereum,,,,United States,,"10,000,000,000",bitguild,https://icowatchlist.com/ico/bitguild,BitGuild will disrupt the gaming industry by creating a platform for games that live on the blockchain,2018-05-11 20:11:00,https://icowatchlist.com/logos/bitguild.png,NA,2018-04-11 20:11:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitguild
494,"BTC, ETH, LTC",LNS,Brazil,,No,Yes,$0.0100,Other,February 25th 2018 To March 30th 2018,,,United States,,"600,000,000",lunes-platform,https://icowatchlist.com/ico/lunes-platform,Lunes is a platform which provides a set of decentralized solutions through blockchain,2018-05-15 00:00:00,https://icowatchlist.com/logos/lunes-platform.png,NA,2018-04-15 00:00:00,UTC--3,https://api.icowatchlist.com/public/v1/url/lunes-platform
495,"BTC, ETH",AMBT,Georgia,,Yes,,$0.5000,Ethereum,April 10th 2018 To April 17th 2018,,,United States,,"104,000,000",ambit,https://icowatchlist.com/ico/ambit,Every bit of your future secured on the Blockchain Ambit helps everyone earn from cryptocurrency mining,2018-05-15 00:00:00,https://icowatchlist.com/logos/ambit.png,NA,2018-04-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ambit
496,"BTC, ETH",Arcona,Gibraltar,,No,,$1.0000,Ethereum,,,,United States,,"125,000,000",arcona,https://icowatchlist.com/ico/arcona,Blockchain powered augmented reality ecosystem merging real and virtual worlds worldwide creating augmented reality layer  the Digital Land,2018-05-15 00:00:00,https://icowatchlist.com/logos/arcona.png,NA,2018-04-15 00:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/arcona
497,,eFIC,United States,,No,,$0.1000,Ethereum,,,,United States,,,ficnetwork,https://icowatchlist.com/ico/ficnetwork,Earn and Pay Interest on Your Crypto Assets Fixed Income Infrastructure on Blockchain,2018-05-15 12:00:00,https://icowatchlist.com/logos/ficnetwork.png,NA,2018-01-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ficnetwork
498,ETH,EMAC,Bulgaria,,No,Yes,$0.0500,Other,,,,United States,,"363,000,000",emarketchain,https://icowatchlist.com/ico/emarketchain,The blockchainpowered ecommerce platform with 0 commissions on every purchase,2018-05-15 14:00:00,https://icowatchlist.com/logos/emarketchain.png,NA,2018-04-15 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/emarketchain
499,,BBT,Gibraltar,,No,,$0.6000,Ethereum,,$0.01,,United States,,"320,000,000",brickblock,https://icowatchlist.com/ico/brickblock,invest Cryptocurrencies in Real World Assets in a process to encourage mainstream adoption,2018-05-15 19:00:00,https://icowatchlist.com/logos/brickblock.png,0.01,2018-04-30 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/brickblock
500,"BTC, ETH, LTC, USD, DASH, XRP, XMR, ETC",CRGO,United Kingdom,,Yes,,$0.5000,Ethereum,April 1st 2018 To April 15th 2018,,,United States,,"100,000,000",cargocoin,https://icowatchlist.com/ico/cargocoin,Revolutionaising Global Trade and Transport through Decentralisation with a focus on the shipping industry,2018-05-15 23:59:00,https://icowatchlist.com/logos/cargocoin.png,NA,2018-04-16 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cargocoin
501,"BTC, ETH",SPD,United Kingdom,,No,,$0.1650,Ethereum,,$0.00,,United States,,"10,000,000,000",spindle,https://icowatchlist.com/ico/spindle,Transparency and Autonomy in Investment powered through the use of the unique Blockchain Technology,2018-05-15 23:59:00,https://icowatchlist.com/logos/spindle.png,0.00,2018-05-09 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/spindle
502,,RLTY,United States,,No,,$0.8000,Ethereum,January 15th 2018 To February 14th 2018,,,United States,,"500,000,000",smartrealty,https://icowatchlist.com/ico/smartrealty,SMARTRealty is revolutionizing the real estate industry,2018-05-15 23:59:00,https://icowatchlist.com/logos/smartrealty.png,NA,2018-02-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/smartrealty
503,"BTC, ETH, LTC, DASH, BCH, XMR, XRP, ETC",WPT,Switzerland,,No,Yes,$0.1200,Ethereum,April 2nd 2018 To April 23rd 2018,,,United States,,"200,000,000",worldopoly,https://icowatchlist.com/ico/worldopoly,Mobile gaming combined with Augmented Reality,2018-05-17 23:59:00,https://icowatchlist.com/logos/worldopoly.png,NA,2018-04-26 00:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/worldopoly
504,,STT,Switzerland,,No,,$1.0000,Ethereum,,,,United States,,,synthestech,https://icowatchlist.com/ico/synthestech,Synthestech is a scientific research center engaged in technology development for synthesis of precious metals and valuable isotopes,2018-05-18 00:00:00,https://icowatchlist.com/logos/synthestech.png,NA,2018-03-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/synthestech
505,,WT,Singapore,,No,Yes,$0.1000,Ethereum,November 28th 2017 To April 16th 2018,,,United States,,"600,000,000",worldwifi,https://icowatchlist.com/ico/worldwifi,Decentralized free wifi network powered by blockchain,2018-05-18 00:00:00,https://icowatchlist.com/logos/worldwifi.png,NA,2018-04-18 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/worldwifi
506,"BTC, ETH, DASH, BCH",GOL,Serbia,,No,Yes,$0.5380,Ethereum,March 20th 2018 To April 8th 2018,,,United States,,"32,300,000",goldiam,https://icowatchlist.com/ico/goldiam,The Future of Gold and Diamond mining,2018-05-18 08:00:00,https://icowatchlist.com/logos/goldiam.png,NA,2018-04-09 08:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/goldiam
507,,DREAM,Ukraine,"$21,000,000",No,,$0.1500,Ethereum,,$0.07,-53.79%,United States,"$10,000,000",,dreamteam,https://icowatchlist.com/ico/dreamteam,DreamTeam  Infrastructure platform and payment gateway for esports and gaming,2018-05-19 17:00:00,https://icowatchlist.com/logos/dreamteam.png,0.10,2018-04-12 17:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dreamteam
508,,MIRA,Singapore,,No,,$1.0000,Ethereum,,,,United States,,,mira,https://icowatchlist.com/ico/mira,Mira is a software suite for buying storing and sending cryptocurrencies in an easy and convenient way,2018-05-20 08:00:00,https://icowatchlist.com/logos/mira.png,NA,2018-04-20 08:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mira
509,"BTC, ETH",FRYA,Switzerland,,No,Yes,$0.0900,Ethereum,,,,United States,,"100,000,000",frya,https://icowatchlist.com/ico/frya,Blockchain solution for Businesses of all size shapes and form for improved processes and systems efficiency,2018-05-20 09:00:00,https://icowatchlist.com/logos/frya.png,NA,2018-04-10 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/frya
510,ETH,WEM,Latvia,,No,,$0.7000,Ethereum,,,,United States,,"34,000,000",windenergymining,https://icowatchlist.com/ico/windenergymining,Green Energy Green Mining Cryptocurrency mining in an ecofriendly environment,2018-05-20 10:00:00,https://icowatchlist.com/logos/windenergymining.png,NA,2018-03-20 10:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/windenergymining
511,,UBT,Germany,"$13,542,375",No,,$0.1400,Ethereum,,,,United States,,"150,000,000",unibright,https://icowatchlist.com/ico/unibright,The unified framework for blockchain based business integration to maximize efficiency and profits,2018-05-20 13:00:00,https://icowatchlist.com/logos/unibright.png,NA,2018-04-20 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/unibright
512,ETH,LIKE,Hong Kong,,No,Yes,$0.0100,Ethereum,,,,United States,"$5,407,016","2,000,000,000",likecoin,https://icowatchlist.com/ico/likecoin,LikeCoin aims to reinvent the Like by realigning creativity and reward,2018-05-21 23:59:00,https://icowatchlist.com/logos/likecoin.png,NA,2018-05-07 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/likecoin
513,"BTC, ETH",CMCT,Cayman Islands,,No,Yes,$0.0000,Ethereum,February 1st 2018 To March 31st 2018,,,"United States, Cuba, Iran (Islamic Republic of), Korea, Republic of, Lebanon, Libyan Arab Jamahiriya, Somalia, Sudan, Syrian Arab Republic",,"2,000,000,000",crowd-machine,https://icowatchlist.com/ico/crowd-machine,Crowd Machine is powering the next generation of decentralized blockchain applications,2018-05-22 23:59:00,https://icowatchlist.com/logos/crowd-machine.png,NA,2018-04-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/crowd-machine
514,,RTC,Hong Kong,,No,Yes,$0.1000,Ethereum,February 28th 2018 To March 28th 2018,,,United States,,"50,000,000",renything,https://icowatchlist.com/ico/renything,Rentything  Worlds 1st Decentralized P2P Renting Platform Airbnb for Everything RentGetPaid,2018-05-23 13:00:00,https://icowatchlist.com/logos/renything.png,NA,2018-04-25 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/renything
515,ETH,MVL,Singapore,,No,,$0.0033,Ethereum,April 26th 2018 To May 11th 2018,,,United States,,"30,000,000,000",mass-vehicle-ledger,https://icowatchlist.com/ico/mass-vehicle-ledger,Mass Vehicle Ledger Ecosystem MVL Ecosystem pronounced as embuh l Ecosystem is a new blockchainbased ecosystem created for use in the vehicle industry,2018-05-24 21:00:00,https://icowatchlist.com/logos/mass-vehicle-ledger.png,NA,2018-05-15 21:00:00,UTC+9,https://api.icowatchlist.com/public/v1/url/mass-vehicle-ledger
516,ETH,GAI,Virgin Islands (British),,No,Yes,$0.1000,Ethereum,,,,United States,,"100,000,000",graphgrail-ai,https://icowatchlist.com/ico/graphgrail-ai,Artificial intelligence platform for blockchain built on the basis of natural language processing technologies,2018-05-25 08:00:00,https://icowatchlist.com/logos/graphgrail-ai.png,NA,2018-02-19 08:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/graphgrail-ai
517,,SMOKE,Belize,,No,Yes,$0.1000,Other,,$0.04,,United States,,"350,000,000",smoke,https://icowatchlist.com/ico/smoke,SMOKE is the cryptocurrency of the SmokeNetwork The first cannabis community to combine blockchain technology with soc,2018-05-25 12:00:00,https://icowatchlist.com/logos/smoke.png,0.04,2018-04-20 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/smoke
518,"BTC, ETH",BUNNY,Seychelles,,No,Yes,$0.0900,Ethereum,March 13th 2018 To April 24th 2018,,,United States,,"1,000,000,000",bunnytoken,https://icowatchlist.com/ico/bunnytoken,BunnyToken is a payment solution for the 103 billion adult industry,2018-05-25 23:59:00,https://icowatchlist.com/logos/bunnytoken.png,NA,2018-04-25 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bunnytoken
519,ETH,MMTM,Switzerland,,Yes,Yes,$0.1200,Ethereum,February 16th 2018 To March 23rd 2018,,,United States,,"1,000,000,000",mobilebridge,https://icowatchlist.com/ico/mobilebridge,The Blockchain and cryptotoken based marketing automation platform for optimized market performance,2018-05-25 23:59:00,https://icowatchlist.com/logos/mobilebridge.png,NA,2018-04-26 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mobilebridge
520,ETH,CADV,Switzerland,,Yes,Yes,$0.7000,Ethereum,,,,United States,,"25,000,000",coinadvisor,https://icowatchlist.com/ico/coinadvisor,Coinadvisor is a trading platform for arbitrage bot and a multi accounts management tool,2018-05-27 23:59:00,https://icowatchlist.com/logos/coinadvisor.png,NA,2018-04-27 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/coinadvisor
521,"BTC, ETH, USD",TSR,Switzerland,,No,Yes,$0.3000,Ethereum,,,,United States,,"100,000,000",transcrypt,https://icowatchlist.com/ico/transcrypt,Send and receive money like a text or email messages through encryption,2018-05-27 23:59:00,https://icowatchlist.com/logos/transcrypt.png,NA,2018-04-30 00:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/transcrypt
522,"BTC, ETH, LTC, DASH, XMR",XSO,Panama,,No,Yes,$0.8000,Other,,,,United States,,"50,000,000",xsolus,https://icowatchlist.com/ico/xsolus,Blockchain Services and Product Ecosystem Development bringing many benefits to users and stakeholders,2018-05-29 14:59:00,https://icowatchlist.com/logos/xsolus.png,NA,2018-05-01 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/xsolus
523,"BTC, ETH",DTC,Belize,,No,Yes,$0.1870,Ethereum,,,,"United States, China",,"290,769,231",datecoin,https://icowatchlist.com/ico/datecoin,The fastest successful match,2018-05-30 00:00:00,https://icowatchlist.com/logos/datecoin.png,NA,2018-03-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/datecoin
524,ETH,ADBL,United Kingdom,,No,,$0.1000,Ethereum,March 1st 2018 To March 30th 2018,,,United States,,"100,000,000",adblurb,https://icowatchlist.com/ico/adblurb,The Future of Advertising Adblur helps to make marketing and advertising very easy and it reduces costs,2018-05-30 00:00:00,https://icowatchlist.com/logos/adblurb.png,NA,2018-05-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/adblurb
525,"BTC, ETH, BCH",ZFL,Estonia,,No,,$0.3600,Ethereum,February 22nd 2018 To April 30th 2018,,,United States,,"500,000,000",zufloio,https://icowatchlist.com/ico/zufloio,Trading and Finance all on one platform It is a onestopshop for cryptocurrency and cryptoasset trading,2018-05-30 13:50:00,https://icowatchlist.com/logos/zufloio.png,NA,2018-05-01 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/zufloio
526,ETH,IRYO,Slovenia,,No,Yes,$0.1100,Other,March 28th 2018 To April 4th 2018,,,United States,"$15,800,000","300,000,000",iryo,https://icowatchlist.com/ico/iryo,Blockchain driven healthcare network built on decentralising access to medical data,2018-05-30 14:00:00,https://icowatchlist.com/logos/iryo.png,NA,2018-04-30 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iryo
527,ETH,GOC,United States,,Yes,Yes,$0.0200,Ethereum,May 1st 2018 To May 15th 2018,,,United States,"$18,209,475","1,000,000,000",gochain,https://icowatchlist.com/ico/gochain,GoChain is a scalable Ethereum based smart contract blockchain that is fast secure and green,2018-05-31 00:00:00,https://icowatchlist.com/logos/gochain.png,NA,2018-05-16 00:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/gochain
528,,DIW,Marshall Islands,,Yes,,$0.0700,Ethereum,March 6th 2018 To March 20th 2018,,,United States,,"1,000,000,000",diw-token,https://icowatchlist.com/ico/diw-token,DIW is a secure blockchainbased digital platform which safeguards and secures your digital life,2018-05-31 12:00:00,https://icowatchlist.com/logos/diw-token.png,NA,2018-05-03 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/diw-token
529,"BTC, ETH",BIRD,Estonia,,No,Yes,$0.0140,Ethereum,,,,United States,,"580,263,158",birdchain,https://icowatchlist.com/ico/birdchain,Birdchain  blockchain based A2P2P Application to person to person app,2018-05-31 15:00:00,https://icowatchlist.com/logos/birdchain.png,NA,2018-03-01 15:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/birdchain
530,ETH,JOI,Thailand,,No,,$0.0900,Ethereum,March 1st 2018 To April 15th 2018,,,United States,,"270,000,000",jointedu,https://icowatchlist.com/ico/jointedu,Educational investment on Blockchain Enable everybody to share their knowledge and skills through our future online learning system,2018-05-31 23:00:00,https://icowatchlist.com/logos/jointedu.png,NA,2018-04-16 09:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/jointedu
531,"BTC, ETH, LTC",BTF,United Kingdom,,No,,$0.0800,Ethereum,March 5th 2018 To March 31st 2018,,,United States,,"250,000,000",bitrust,https://icowatchlist.com/ico/bitrust,A decentralized easy to use peer2peer cryptocurrency insurance platform,2018-05-31 23:59:00,https://icowatchlist.com/logos/bitrust.png,NA,2018-04-02 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitrust
532,"BTC, ETH, LTC, USD, EUR",BPS,Russian Federation,,No,Yes,$0.2500,Ethereum,March 30th 2018 To April 15th 2018,,,United States,,"80,000,000",bitproperty,https://icowatchlist.com/ico/bitproperty,Tokenizing and digitalizing Real Estate Investments through the application of Blockchain Technology,2018-05-31 23:59:00,https://icowatchlist.com/logos/bitproperty.png,NA,2018-04-16 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/bitproperty
533,"BTC, LTC, ETH, DASH, BCH",A2A,Saint Vincent and the Grenadines,,No,Yes,$0.1200,Ethereum,,,,United States,,"500,000,000",stex-exchange,https://icowatchlist.com/ico/stex-exchange,All Coins One Platform Trade over 10000 direct coin cross rates in one place,2018-05-31 23:59:00,https://icowatchlist.com/logos/stex-exchange.png,NA,2018-05-01 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/stex-exchange
534,"BTC, ETH",CUZ,Israel,,No,Yes,$0.1590,Ethereum,,,,United States,,"300,000,000",cool-cousin,https://icowatchlist.com/ico/cool-cousin,Revolutionizing travel with a sharing economy powered by Blockchain for efficiency transparency and security,2018-05-31 23:59:00,https://icowatchlist.com/logos/cool-cousin.png,NA,2018-04-26 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cool-cousin
535,"BTC, ETH, LTC, USD",SLT,Singapore,,No,,$0.8000,Other,,,,"United States, Afghanistan, Belarus, Congo, Iraq, Korea, Democratic People's Republic of, Liberia, Sudan, Syrian Arab Republic",,"100,000,000",successlife,https://icowatchlist.com/ico/successlife,A customized Payment Solution for the Education Personal and Professional Development Industries,2018-05-31 23:59:00,https://icowatchlist.com/logos/successlife.png,NA,2018-04-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/successlife
536,,FAN,United States,,Yes,Yes,$0.0500,Ethereum,January 29th 2018 To February 28th 2018,,,United States,,"1,000,000,000",fcfl,https://icowatchlist.com/ico/fcfl,The first professional sports league built on the blockchain and controlled by the fans,2018-05-31 23:59:00,https://icowatchlist.com/logos/fcfl.png,NA,2018-03-20 09:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/fcfl
537,"BTC, ETH, LTC, USD, EUR, BCH, DASH",VIC,Ireland,,No,,$0.8000,Ethereum,February 1st 2018 To February 28th 2018,,,United States,,"800,000,000",virtonomics,https://icowatchlist.com/ico/virtonomics,Ecosystem capable of meeting the million people needs in an affordable interesting creative and wellpaid online job,2018-05-31 23:59:00,https://icowatchlist.com/logos/virtonomics.png,NA,2018-03-01 00:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/virtonomics
538,,TNS,United Kingdom,,No,,$0.3760,Ethereum,,$0.00,,United States,,,transcodium,https://icowatchlist.com/ico/transcodium,Transcodium aims to provide the first peertopeer blockchain based and decentralized media transcoding editing and distribution platform with high quality and reliable computational power at a very affordable price,2018-05-31 23:59:59,https://icowatchlist.com/logos/transcodium.png,0.00,2018-02-28 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/transcodium
539,"BTC, ETH",GMBC,Malta,,Yes,,$0.0900,Ethereum,,,,United States,,"840,000,000",gamblica,https://icowatchlist.com/ico/gamblica,Gamblica is an international gambling platform based on innovative digital solutions and blockchain technology,2018-06-01 00:00:00,https://icowatchlist.com/logos/gamblica.png,NA,2018-03-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/gamblica
540,"BTC, ETH, USD",BMT,United States,,Yes,Yes,$0.0200,Ethereum,,,,United States,,"3,500,000,000",bitminutes,https://icowatchlist.com/ico/bitminutes,The primary goal of Bitminutes ICO is to provide access to key financial services for over two billion unbanked worldwide,2018-06-01 12:00:00,https://icowatchlist.com/logos/bitminutes.png,NA,2018-04-30 12:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/bitminutes
541,ETH,KNT,Hong Kong,,No,Yes,$0.1000,Ethereum,March 5th 2018 To March 25th 2018,$0.00,-96.47%,United States,"$12,000,000","712,500,000",koranetwork,https://icowatchlist.com/ico/koranetwork,Infrastructure for building inclusive financial systems for all and sundry using blockchain,2018-06-01 12:00:00,https://icowatchlist.com/logos/koranetwork.png,0.00,2018-05-18 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/koranetwork
542,,EOS,Unknown,,No,,$0.0000,Ethereum,,$4.29,,United States,"$4,100,000,000","10,000,000,000",eos,https://icowatchlist.com/ico/eos,A powerful infrastructure for decentralized apps powered by Blockchain Technology,2018-06-01 14:00:00,https://icowatchlist.com/logos/eos.png,4.88,2017-06-26 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/eos
543,,SAF,Russian Federation,,No,,$1.0000,Ethereum,January 23rd 2018 To February 14th 2018,,,United States,,,safinus,https://icowatchlist.com/ico/safinus,A platform that unites novice and experienced investors,2018-06-02 23:59:00,https://icowatchlist.com/logos/safinus.png,NA,2018-05-02 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/safinus
544,,ETA,Switzerland,,No,,$0.0000,Ethereum,,,,United States,,"75,000,000,000",etheera,https://icowatchlist.com/ico/etheera,The Future of Real Estate with decentralized Portal  All in One Software Solution for the Agents,2018-06-03 10:00:00,https://icowatchlist.com/logos/etheera.png,NA,2018-02-10 10:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/etheera
545,"BTC, ETH",CC,Austria,,No,Yes,$0.0150,Ethereum,February 26th 2018 To March 4th 2018,,,United States,,"1,500,000,000",cultural-places,https://icowatchlist.com/ico/cultural-places,Blockchain meets culture connect visitors institutions and artists,2018-06-04 14:00:00,https://icowatchlist.com/logos/cultural-places.png,NA,2018-03-05 14:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/cultural-places
546,ETH,SQoin,Lithuania,,No,Yes,$0.0340,Ethereum,,,,United States,,"350,000,000",stasyq,https://icowatchlist.com/ico/stasyq,StasyQ brings crypto revolution to the adult industry,2018-06-05 12:00:00,https://icowatchlist.com/logos/stasyq.png,NA,2018-04-06 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/stasyq
547,,TOPIA,United States,,No,,$1.0000,Ethereum,,,,United States,,,topiacoin,https://icowatchlist.com/ico/topiacoin,Secure and Decentralized File Sharing Infrastructure using blockchain technology,2018-06-05 12:00:00,https://icowatchlist.com/logos/topiacoin.png,NA,2018-05-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/topiacoin
548,"BTC, ETH, LTC, BCH",IMT,United Kingdom,,No,Yes,$0.0050,Ethereum,March 22nd 2018 To May 1st 2018,,,United States,,"22,500,000,000",moneytoken,https://icowatchlist.com/ico/moneytoken,MoneyToken provides cryptobacked loans stablecoin MTC and a decentralized exchange service,2018-06-06 23:59:00,https://icowatchlist.com/logos/moneytoken.png,NA,2018-05-02 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/moneytoken
